Id,Name,Text,Colorway,Main_color,Category
143,Nike Rayssa Leal x Dunk Low SB,"The Rayssa Leal x Nike Dunk Low SB debuts a special-edition colorway designed in collaboration with the Brazilian skateboarder. Mismatched blue and fuchsia Swooshes adorn the upper, featuring a white leather base with patterned grey suede overlays. Rayssa's personal logo decorates the lateral heel, while a trio of multicolored lace charms display digital smiley faces. The same graphic is embossed in a repeating pattern throughout each quarter panel. Underfoot, a gum rubber outsole provides grippy traction.",Pure Platinum/Deep Royal Blue/Vivid Purple/White/Gum Yellow,White,Skateboarding
144,Nike Zoom Vomero 5 Triple Black (2023),"The Nike Vomero 5 Triple Black (2023) is part of Nike’s Vomero 5 lineup, which includes sneakers with a technical silhouette and a variety of function-first details.

The ""Tripple Black"" comes with an all-black, mesh base and leather overlays. Like other editions of the Vomero 5, the sneaker features motifs of Bill Bowerman, a famous University of Oregon coach, on the insole. 3M reflective detailing along the overlays provides extra visibility during low lighting, while Zoom Air cushioning adds comfort and support. The sneaker’s all-black colorway makes it stand out from other versions of the Vomero 5 and gives the shoe a sleek appearance.

Something our experts love is the plastic heel counter. It features a grid-like design and complements the plastic paneling on the side of the sneaker. The Nike Vomero 5 Triple Black (2023) was released on July 20, 2023, and retailed at $160.","
Black/Black-White",Black,Running
145,Nike Dunk Low 'Team Gold',"The Nike Dunk Low ‘Team Gold’ showcases classic color blocking that calls to mind the introductory ‘Be True to Your School’ series from 1985. Smooth leather is utilized on the low-profile upper, featuring a white foundation with dull yellow overlays and a color-matched Swoosh. Perforated detailing at the toe box provides improved breathability, while a padded low-cut collar offers a comfortable fit. The sneaker rides on a durable rubber cupsole, fitted with an interior foam wedge for lightweight cushioning.",White/Team Gold/Wolf Grey/White,Yellow,Lifestyle
146,Air Jordan 1 Retro High OG 'Green Glow',"The Air Jordan 1 Retro High OG 'Green Glow' showcases 'Bred Toe' color blocking with vibrant pops of color. The smooth leather upper combines white side panels with contrasting black accents on the high-cut collar, forefoot overlay and signature Swoosh. Green Glow covers the toe box, heel and ankle flap, marked with a black Wings logo on the lateral side. A woven Nike Air tag adorns the black nylon tongue. Supporting the sneaker is a durable cupsole, featuring white sidewalls and a bright teal rubber outsole.",White/Black/Green Glow,Green,Lifestyle
147,Air Jordan 1 Retro High OG 'Patent Bred',"The Air Jordan 1 Retro High OG 'Patent Bred’ treats the iconic colorway to a glossy makeover. Aside from the shoe’s patent leather construction, the essential design DNA remains intact. The upper pairs basic black paneling with contrasting hits of Varsity Red on the toe box, Swoosh, heel overlay and collar flap. A woven Nike tag adorns the black nylon tongue, while a Wings logo is stamped on the lateral collar. The high-top rides on a sturdy rubber cupsole, enhanced with an Air-sole unit encapsulated in lightweight polyurethane.",Black/White/Varsity Red,Red,Lifestyle
148,adidas Gazelle Bold Magic Beige Collegiate Green (Women's),"The adidas Gazelle Bold Magic Beige Collegiate Green Women’s combines neutral colors and the brand’s classic Gazelle style. The upper part of the shoe is made from a suede material, while the bottom is composed of rubber.

A new take on the original model, the Collegiate Green Gazelle Bold Magic Beige for women has a suede base that is Sweden Beige color. The mudguard is made up of a suede as well, which is a slightly darker shade. On the side of the shoe, there are the 3-Stripes in a dark green leather. The classic gum sole is Neutral Tan color.

What our experts love about this model is the extra thick gum sole that is designed to provide the wearer with ultimate comfort. The adidas Gazelle Bold Magic Beige Collegiate Green Women’s was first released on July 26th, 2023, and had a starting retail value of $120.",Cream White/Collegiate Green/Magic Beige,Cream,Lifestyle
149,Nike SB Dunk Low Futura Laboratories Bleached Aqua,"Step into a world of art and innovation with the Nike SB Dunk Low Futura Laboratories Bleached Aqua. This sneaker is a masterpiece, blending iconic street art with top-tier skateboarding functionality. The canvas upper features a vibrant mix of Bleached Aqua, Geode Teal, and White, adorned with the dynamic strokes and splashes reminiscent of Futura's signature street art. The design reflects a seamless fusion of creativity and urban edge, with Futura's distinctive signature and the ""FL"" emblem proudly displayed on the heel

Designed for both visual appeal and performance, this collaboration with Futura Laboratories enhances the SB Dunk Low with a lightweight, durable canvas that supports both casual wear and skateboarding demands. The responsive cushioning and stable, low-profile outsole ensure comfort and functionality without compromising the sneaker's artistic flair. It's a tribute to both Futura’s revolutionary artistry and Nike’s commitment to quality.

Released on May 18, 2024, the Nike SB Dunk Low Futura Laboratories Bleached Aqua retailed for $135. This release captivated both art aficionados and sneakerheads alike, offering a unique piece of wearable art that stands out in any collection. Each step in these sneakers is a step in a modern art gallery, showcasing the enduring legacy of Futura and the innovative spirit of Nike SB.",Bleached Aqua/Geode Teal/White,Blue,Skateboarding
150,Jordan 1 Mid Panda (Women's),"The Jordan 1 Mid Panda (Women's) was released as part of the Jordan 1 Mid collection and was specifically made in women's sizes.

The Air Jordan 1 Mid Panda for women is designed with a black-and-white color scheme that mimics the appearance of a panda. The Nike Swoosh is also black and can be seen on the side, while the Air Jordan Wings logo appears in white. The shoe also features a rubber outsole that provides traction and grip, even on slippery surfaces. In addition, the shoe is lined with a padded collar and tongue, which provide extra cushioning and support.

Our experts believe that one of the most notable features of the Jordan 1 Mid Panda (Women's) is the mid-top silhouette. This design provides additional support and protection to the ankle, which makes the shoe ideal for sporty activities. The sneaker debuted on June 20th, 2023, and retailed for $125.",White/Black/White,Black,Lifestyle
151,Onitsuka Tiger Mexico 66 Kill Bill,"The Onitsuka Tiger Mexico 66 surfaces in a striking Yellow/Black combo, channeling major vintage vibes while syncing perfectly with modern trends.

Why's this sneaker catching everyone's eyes, you ask? Aside from its fresh color palette, this iconic model was sported by Uma Thurman's character in Quentin Tarantino's legendary film, """"Kill Bill"""". Yep, that killer pair that powered those epic fight scenes? That's this gem. Leather dominates its upper, giving it a sleek, polished look. The design echoes a rich history, blending seamlessly with today's streetwear aesthetics. And for those chasing originality and a piece of pop culture, the Mexico 66 delivers in spades. Ready to wear a piece of cinematic history? We got you.

The Onitsuka Tiger Mexico 66 in Black & Yellow released with a price tag of $120.",Yellow/Black,Yellow,Lifestyle
152,Jordan Jumpman Jack TR Travis Scott Sail,"The Air Jordan Cut The Check TR Travis Scott Sail was born from a collaboration between the Jordan brand and renowned rap artist Travis Scott and features unique design elements and personal touches that reflect his distinct style and creative vision.

This shoe’s upper is crafted from dark brown canvas and off-white leather overlays for a high-contrast aesthetic and lasting durability. It features a traditional lace closure and an adjustable midfoot strap for a secure fit, as well as a foam midsole for shock absorption and energy return. A gum rubber outsole rises from the shoe’s lower edge to its sidewalls and provides a strong grip on many surfaces.

What our experts especially enjoy about the Air Jordan Cut The Check TR Travis Scott Sail, however, is the contrasting red accents on the Jumpman icon and Cactus Jack face logo that can be found on the shoe’s tongue and heel, respectively. This shoe originally retailed for $200 on April 30, 2024.",Sail/Muslin/Dark Mocha,Cream,Lifestyle
